Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 4,Peptides 5,Razor + unique peptides 4,Razor + unique peptides 5,Unique peptides 4,Unique peptides 5,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L 4,Ratio H/L 5,Ratio H/L normalized 4,Ratio H/L normalized 5,Ratio H/L variability [%] 4,Ratio H/L variability [%] 5,Ratio H/L count 4,Ratio H/L count 5,Ratio H/L iso-count 4,Ratio H/L iso-count 5,Ratio H/L type 4,Ratio H/L type 5,Sequence coverage 4 [%],Sequence coverage 5 [%],Intensity,Intensity L,Intensity H,Intensity 4,Intensity L 4,Intensity H 4,Intensity 5,Intensity L 5,Intensity H 5,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
sp|P29311|BMH1_YEAST,sp|P29311|BMH1_YEAST,13,13,5,,1,13,13,5,7,11,7,11,3,5,54.3,54.3,23.2,30.091,267,267,0,67.981,55.367,33.233,197.85,5,5,Median,69.026,70.027,42.86,41.2,35.98,249.68,2,3,2,3,Median,Plateau,33,50.6,205380000,7734900,197650000,40759000,398150,40361000,164620000,7336800,157290000,,,,312,439;1187;1424;1425;1658;1659;1924;2899;3137;3454;3775;3776;4351,True;True;True;True;True;True;True;True;True;True;True;True;True,453;1217;1459;1460;1696;1697;1974;2984;3232;3562;3890;3891;4490,744;745;1953;2338;2339;2340;2720;2721;2722;3147;3148;4811;5201;5202;5745;6348;6349;6350;6351;7359,1072;1073;1074;1075;2788;3361;3362;3363;3364;3949;3950;3951;3952;4596;4597;7016;7552;7553;7554;8331;8332;8333;9440;9441;9442;9443;9444;9445;11000;11001,1073;2788;3361;3363;3949;3951;4596;7016;7552;8331;9442;9444;11000,,
sp|P29453|RL8B_YEAST,sp|P29453|RL8B_YEAST,31,31,11,,1,31,31,11,24,29,24,29,8,10,77.7,77.7,28.9,28.111,256,256,0,188.72,145.7,42.873,122.28,19,18,Linear,52.135,58.519,45.827,33.533,109.09,138.85,9,10,8,10,Median,Median,72.7,74.2,1096600000,7684700,1088900000,384230000,2862700,381360000,712390000,4822000,707570000,,,,313,244;382;771;1222;1357;1358;1819;1866;2038;2072;2136;2389;2390;2391;2455;2456;2457;2581;2582;2658;2764;2766;3256;3321;3737;3838;4321;4322;4381;4401;4402,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,248;394;790;1253;1392;1393;1862;1910;2089;2125;2191;2448;2449;2450;2522;2523;2524;2659;2660;2740;2848;2850;3357;3427;3852;3961;4460;4461;4520;4540;4541,403;404;646;1279;2010;2221;2222;2223;2224;2225;2226;2227;2228;2229;2230;2976;2977;3042;3332;3333;3334;3403;3404;3512;3513;3514;3515;3924;3925;3926;3927;3928;3929;3930;3931;4066;4067;4068;4069;4289;4290;4291;4292;4417;4594;4595;4596;4597;4600;4601;4602;5417;5418;5529;5530;6289;6290;6291;6474;6475;7310;7311;7312;7313;7407;7408;7440;7441,565;566;932;933;1842;2870;3195;3196;3197;3198;3199;3200;3201;3202;3203;3204;3205;3206;3207;3208;3209;3210;3211;3212;3213;4327;4328;4329;4412;4847;4848;4849;4850;4851;4994;4995;5142;5143;5144;5145;5146;5147;5148;5707;5708;5709;5710;5711;5712;5713;5714;5715;5716;5717;5718;5719;5720;5721;5722;5945;5946;5947;5948;6259;6260;6261;6262;6263;6264;6265;6266;6267;6268;6269;6441;6729;6730;6731;6732;6733;6734;6735;6739;6740;6741;6742;6743;7880;7881;8035;8036;8037;8038;8039;9348;9349;9350;9351;9352;9353;9354;9355;9356;9642;9643;9644;9645;9646;9647;10939;10940;10941;10942;10943;10944;10945;11072;11073;11074;11075;11076;11077;11078;11079;11080;11120;11121;11122;11123,565;932;1842;2870;3198;3203;4329;4412;4850;4995;5143;5707;5714;5718;5945;5946;5947;6259;6269;6441;6733;6743;7880;8036;9348;9646;10939;10944;11075;11121;11123,93,173
sp|P29509|TRXB1_YEAST;sp|P38816|TRXB2_YEAST,sp|P29509|TRXB1_YEAST,10;1,10;1,10;1,,2,10,10,10,7,10,7,10,7,10,41.4,41.4,41.4,34.238,319,319;342,0,58.967,14.517,7.0074,121.82,4,4,Median,9.429,15.474,2.0923,11.112,127.2,21.468,2,2,2,2,Median,Median,34.2,41.4,67526000,1041200,66485000,28762000,430850,28331000,38764000,610390,38154000,,,,314,659;1067;1418;1419;1637;1822;2569;2623;2997;4154,True;True;True;True;True;True;True;True;True;True,675;1093;1453;1454;1675;1865;2647;2703;3084;4287,1098;1099;1753;1754;2329;2330;2331;2687;2688;2980;4269;4270;4357;4961;4962;7016;7017,1571;1572;2485;2486;2487;2488;2489;3348;3349;3350;3896;3897;3898;4332;6234;6235;6236;6237;6359;6360;7228;7229;7230;7231;10489;10490;10491;10492,1572;2485;3348;3350;3898;4332;6236;6359;7230;10492,,
sp|P29547|EF1G1_YEAST,sp|P29547|EF1G1_YEAST,5,3,3,,1,5,3,3,4,2,3,1,3,1,13.3,10.6,10.6,47.087,415,415,0,6.8863,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,13.3,5.5,6196500,357560,5839000,3841300,357560,3483800,2355200,0,2355200,,,,315,1882;1988;2336;3419;3420,True;True;True;False;False,1926;2039;2395;3527;3528,3068;3255;3836;3837;5694;5695,4455;4736;5577;5578;8260;8261,4455;4736;5577;8260;8261,,
sp|P29952|MPI_YEAST,sp|P29952|MPI_YEAST,8,8,8,,1,8,8,8,6,7,6,7,6,7,34,34,34,48.188,429,429,0,34.457,4.6737,3.7678,141.88,3,3,Median,NaN,3.9501,NaN,2.5971,NaN,52.624,1,2,1,2,Median,Median,28.4,30.1,41061000,653370,40407000,21138000,87026,21051000,19923000,566340,19357000,,,,316,664;935;1475;2039;2643;2691;4045;4055,True;True;True;True;True;True;True;True,680;959;1510;2090;2723;2775;4177;4187,1105;1535;1536;2411;2412;3335;3336;4389;4390;4475;4476;6835;6852,1580;2162;2163;3469;3470;3471;3472;3473;4852;4853;4854;4855;6409;6410;6554;6555;10225;10245,1580;2162;3469;4852;6409;6554;10225;10245,,
sp|P30624|LCF1_YEAST,sp|P30624|LCF1_YEAST,2,2,2,,1,2,2,2,2,0,2,0,2,0,4.3,4.3,4.3,77.865,700,700,0,4.1345,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,4.3,0,1658200,144570,1513700,1658200,144570,1513700,0,0,0,,,,317,1805;2024,True;True,1847;2075,2950;3312,4272;4816,4272;4816,,
sp|P30822|XPO1_YEAST,sp|P30822|XPO1_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,1.7,1.7,1.7,124.1,1084,1084,0,3.5285,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.7,0,1983100,0,1983100,1983100,0,1983100,0,0,0,,,,318,2761,TRUE,2845,4590,6724,6724,,
sp|P31116|DHOM_YEAST,sp|P31116|DHOM_YEAST,13,13,13,,1,13,13,13,10,11,10,11,10,11,47.9,47.9,47.9,38.502,359,359,0,66.502,20.06,22.334,131.55,3,3,Plateau,6.6557,NaN,6.6022,NaN,157.2,NaN,2,1,2,1,Median,Median,35.1,42.3,120430000,1169100,119260000,60304000,877890,59426000,60128000,291240,59837000,,,,319,132;639;1147;1148;1596;1699;2078;3046;3430;3488;3681;4289;4290,True;True;True;True;True;True;True;True;True;True;True;True;True,134;653;1175;1176;1634;1740;2131;3134;3538;3598;3796;4428;4429,224;1065;1066;1878;1879;1880;1881;2622;2786;2787;3414;5043;5044;5707;5813;5814;6199;6200;7258;7259;7260;7261,314;315;1525;1526;2673;2674;2675;2676;2677;3803;4057;4058;5007;5008;7347;7348;7349;8273;8462;8463;9209;9210;9211;9212;9213;10862;10863;10864;10865,314;1526;2675;2676;3803;4057;5007;7347;8273;8462;9212;10862;10863,,
sp|P31373|CYS3_YEAST,sp|P31373|CYS3_YEAST,5,5,5,,1,5,5,5,4,4,4,4,4,4,21.8,21.8,21.8,42.542,394,394,0,28.947,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,14.7,20.3,98606000,0,98606000,49401000,0,49401000,49205000,0,49205000,,,,320,2042;2398;2399;3682;3836,True;True;True;True;True,2093;2457;2458;3797;3959,3340;3947;3948;3949;6201;6202;6203;6204;6471;6472,4865;4866;5766;5767;5768;5769;9214;9215;9216;9217;9218;9219;9639;9640,4865;5766;5768;9217;9639,,
sp|P31382|PMT2_YEAST,sp|P31382|PMT2_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.2,2.2,2.2,86.869,759,759,0,4.2784,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,2.2,2.2,5416500,111000,5305500,916880,0,916880,4499600,111000,4388600,,,,321,3426,TRUE,3534,5702;5703,8268;8269,8269,,
sp|P31412|VATC_YEAST,sp|P31412|VATC_YEAST,5,5,5,,1,5,5,5,3,3,3,3,3,3,18.6,18.6,18.6,44.188,392,392,0,16.534,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,10.7,12.8,17204000,0,17204000,6797100,0,6797100,10407000,0,10407000,,,,322,691;2728;3148;3215;3872,True;True;True;True;True,708;2812;3244;3313;3996,1149;4538;5222;5223;5346;6533,1633;6656;7580;7581;7760;9736,1633;6656;7580;7760;9736,,
sp|P31539|HS104_YEAST,sp|P31539|HS104_YEAST,6,6,6,,1,6,6,6,5,5,5,5,5,5,9.9,9.9,9.9,102.03,908,908,0,16.969,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,9,7.4,35117000,358820,34758000,13979000,0,13979000,21138000,358820,20779000,,,,323,604;2210;3324;3970;4260;4334,True;True;True;True;True;True,618;2268;3430;4098;4398;4473,1009;1010;3637;5533;5534;6698;6699;7203;7204;7330,1441;1442;1443;5323;8042;8043;9966;9967;10775;10776;10962,1443;5323;8043;9967;10775;10962,,
sp|P31688|TPS2_YEAST,sp|P31688|TPS2_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,1.2,1.2,1.2,102.98,896,896,0,3.7354,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.2,1.2,1876400,0,1876400,818120,0,818120,1058300,0,1058300,,,,324,3765,TRUE,3880,6332;6333,9417;9418,9418,,
sp|P31787|ACBP_YEAST,sp|P31787|ACBP_YEAST,5,5,5,,1,5,5,5,4,2,4,2,4,2,58.6,58.6,58.6,10.061,87,87,0,15.146,9.2155,5.7222,81.335,2,2,Median,9.2155,NaN,5.7222,NaN,81.335,NaN,2,0,2,0,Median,Median,50.6,31,49302000,1225300,48077000,37094000,1225300,35869000,12208000,0,12208000,,,,325,240;494;977;3339;4129,True;True;True;True;True,244;508;1002;3445;4262,397;826;1610;5554;6975;6976,556;1186;2274;8073;8074;10426;10427,556;1186;2274;8073;10426,,
sp|P32074|COPG_YEAST,sp|P32074|COPG_YEAST,3,3,3,,1,3,3,3,2,1,2,1,2,1,5.1,5.1,5.1,104.83,935,935,0,9.6989,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.3,1.8,4465600,0,4465600,3395600,0,3395600,1070000,0,1070000,,,,326,2317;2775;3158,True;True;True,2376;2860;3255,3805;4615;5245,5544;6758;7620,5544;6758;7620,,
sp|P32178|CHMU_YEAST,sp|P32178|CHMU_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,3.9,3.9,3.9,29.747,256,256,0.0042373,1.7303,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,3.9,908490,0,908490,0,0,0,908490,0,908490,,,,327,2617,TRUE,2696,4345,6337,6337,,
sp|P32179|MET22_YEAST,sp|P32179|MET22_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,7,7,7,39.149,357,357,0,4.5885,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.2,7,3449700,0,3449700,1735000,0,1735000,1714700,0,1714700,,,,328,267;2959,True;True,271;3045,442;443;4901,619;620;7145,620;7145,,
sp|P32263|P5CR_YEAST,sp|P32263|P5CR_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,4.5,4.5,4.5,30.131,286,286,0.0014535,2.0993,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.5,0,770460,0,770460,770460,0,770460,0,0,0,,,,329,7,TRUE,7,17,29,29,,
sp|P32288|GLNA_YEAST,sp|P32288|GLNA_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,4.6,4.6,4.6,41.766,370,370,0,3.4075,20.042,12.114,133.28,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,2.2,4.6,10344000,200340,10143000,3955400,61875,3893500,6388100,138470,6249700,,,,330,912;4341,True;True,936;4480,1503;7339;7340,2121;10973;10974,2121;10974,,
sp|P32324|EF2_YEAST,sp|P32324|EF2_YEAST,49,49,49,,1,49,49,49,31,46,31,46,31,46,58,58,58,93.288,842,842,0,251.66,757.01,536.31,201.68,18,17,Linear,58.683,13.523,36.438,374.73,208.59,201.05,7,11,7,10,Median,Linear,38.6,53.8,1159500000,15420000,1144000000,323630000,6079100,317550000,835830000,9341000,826490000,,,,331,65;152;153;154;155;228;380;454;504;629;809;830;855;856;954;1095;1132;1133;1149;1161;1298;1335;1544;1571;1572;1601;1667;1668;1713;2484;2485;2525;2650;2757;2762;2777;2934;3407;3408;3440;3441;3624;3829;3830;3873;3874;4099;4100;4161,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,65;154;155;156;157;232;391;392;468;518;643;829;850;875;876;979;1121;1159;1160;1177;1191;1330;1369;1579;1607;1608;1639;1705;1706;1754;2555;2556;2557;2603;2731;2732;2841;2846;2862;3020;3515;3516;3548;3549;3737;3738;3950;3951;3952;3953;3997;3998;4232;4233;4294;4295,111;257;258;259;260;261;262;263;380;381;639;640;641;642;643;769;770;842;843;1050;1051;1052;1337;1369;1370;1407;1408;1572;1573;1796;1852;1853;1854;1855;1882;1904;2120;2189;2524;2525;2526;2564;2565;2566;2628;2629;2630;2631;2733;2734;2735;2808;4116;4117;4118;4119;4120;4121;4122;4194;4195;4196;4402;4403;4404;4584;4591;4618;4863;5672;5673;5674;5675;5720;5721;5722;5723;6096;6097;6098;6099;6454;6455;6456;6457;6458;6459;6460;6461;6462;6534;6535;6536;6537;6929;6930;6931;7029;7030;7031;7032;7033,156;363;364;365;366;367;368;369;370;371;372;373;530;531;532;923;924;925;926;927;928;929;1106;1107;1205;1206;1207;1495;1496;1497;1498;1499;1500;1501;1502;1503;1504;1911;1953;1954;1955;2003;2004;2222;2223;2550;2634;2635;2636;2637;2638;2639;2640;2641;2642;2643;2644;2645;2678;2679;2725;3005;3006;3135;3630;3631;3632;3633;3634;3635;3636;3637;3692;3693;3694;3695;3811;3812;3813;3814;3815;3816;3963;3964;3965;3966;4084;6008;6009;6010;6011;6012;6013;6014;6015;6016;6017;6018;6019;6020;6120;6121;6122;6123;6422;6423;6424;6425;6718;6725;6761;7086;7087;7088;7089;8231;8232;8233;8234;8235;8236;8297;8298;8299;8300;8301;9022;9023;9024;9025;9026;9027;9028;9029;9030;9618;9619;9620;9621;9622;9623;9624;9625;9626;9627;9628;9629;9630;9737;9738;9739;9740;9741;9742;10365;10366;10367;10507;10508;10509;10510;10511;10512;10513;10514,156;363;367;368;373;532;925;1107;1205;1501;1911;1954;2003;2004;2223;2550;2636;2643;2678;2725;3006;3135;3634;3693;3695;3816;3963;3966;4084;6009;6018;6122;6424;6718;6725;6761;7087;8232;8235;8298;8300;9026;9620;9629;9740;9742;10365;10367;10512,94;95;96;97;98;99;100,9;13;22;240;241;478;619
sp|P32327|PYC2_YEAST;sp|P11154|PYC1_YEAST,sp|P32327|PYC2_YEAST;sp|P11154|PYC1_YEAST,6;5,6;5,6;5,;,2,6,6,6,6,4,6,4,6,4,7.4,7.4,7.4,130.17,1180,1180;1178,0,17.498,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,7.4,4.9,19890000,0,19890000,11459000,0,11459000,8430700,0,8430700,,,,332,1652;2333;2903;3352;4178;4182,True;True;True;True;True;True,1690;2392;2988;3458;4313;4317,2708;2709;3829;4816;4817;5573;5574;7061;7062;7067,3921;3922;5570;7022;7023;8096;8097;10550;10551;10560,3922;5570;7022;8096;10550;10560,,
sp|P32333|MOT1_YEAST,sp|P32333|MOT1_YEAST,2,2,2,,1,2,2,2,2,0,2,0,2,0,0.9,0.9,0.9,209.97,1867,1867,0.0042796,1.8638,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0.9,0,6760700,0,6760700,6760700,0,6760700,0,0,0,,,,333,1346;2708,True;True,1380;2792,2206;4503,3174;6591,3174;6591,,
sp|P32337|IMB3_YEAST,sp|P32337|IMB3_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,1.6,1.6,1.6,121.03,1089,1089,0,3.1507,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.6,0,1017700,0,1017700,1017700,0,1017700,0,0,0,,,,334,2003,TRUE,2054,3277,4766,4766,,
sp|P32353|ERG3_YEAST,sp|P32353|ERG3_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,4.4,4.4,4.4,42.73,365,365,0,2.8356,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.4,4.4,2626400,0,2626400,1064900,0,1064900,1561500,0,1561500,,,,335,4035,TRUE,4167,6817;6818,10195;10196;10197,10197,,
sp|P32366|VA0D_YEAST,sp|P32366|VA0D_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,5.2,5.2,5.2,39.79,345,345,0,11.215,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,5.2,5.2,4394800,0,4394800,2119700,0,2119700,2275100,0,2275100,,,,336,2406,TRUE,2465,3961;3962,5783;5784,5784,,
sp|P32377|MVD1_YEAST,sp|P32377|MVD1_YEAST,5,5,5,,1,5,5,5,3,4,3,4,3,4,21,21,21,44.115,396,396,0,14.001,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,15.9,14.6,16985000,0,16985000,6042900,0,6042900,10942000,0,10942000,,,,337,632;744;2032;2080;2411,True;True;True;True;True,646;762;2083;2133;2470,1056;1237;3324;3325;3416;3417;3969,1511;1773;4837;4838;5012;5013;5797,1511;1773;4838;5012;5797,,
sp|P32379|PSA5_YEAST,sp|P32379|PSA5_YEAST,3,3,3,,1,3,3,3,2,2,2,2,2,2,18.1,18.1,18.1,28.617,260,260,0,4.948,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,10.4,13.1,3654500,0,3654500,1346200,0,1346200,2308400,0,2308400,,,,338,1964;2448;2901,True;True;True,2014;2515;2986,3213;4057;4813;4814,4682;5935;7019;7020,4682;5935;7020,,
sp|P32381|ARP2_YEAST,sp|P32381|ARP2_YEAST,2,2,2,,1,2,2,2,0,2,0,2,0,2,9.5,9.5,9.5,44.073,391,391,0,11.219,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,9.5,4204000,0,4204000,0,0,0,4204000,0,4204000,,,,339,238;2429,True;True,242;2489,395;4002,554;5843,554;5843,,
sp|P32386|YBT1_YEAST,sp|P32386|YBT1_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,1,1,1,189.16,1661,1661,0.0041841,1.5817,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1,0,845390,0,845390,845390,0,845390,0,0,0,,,,340,928,TRUE,952,1526,2152,2152,,
sp|P32419|MDHP_YEAST,sp|P32419|MDHP_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,10.8,10.8,10.8,37.186,343,343,0.0042017,1.6081,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.7,6.1,0,0,0,0,0,0,0,0,0,,,,341,2786;3999,True;True,2871;4130,4629;6762,6775;10094,6775;10094,,
sp|P32445|RIM1_YEAST,sp|P32445|RIM1_YEAST,3,3,3,,1,3,3,3,2,3,2,3,2,3,51.9,51.9,51.9,15.386,135,135,0,17.113,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,28.9,51.9,11685000,0,11685000,4992600,0,4992600,6692500,0,6692500,,,,342,1172;1800;2504,True;True;True,1202;1841;2579,1926;2943;2944;4156;4157,2756;4262;4263;6069;6070;6071;6072,2756;4263;6070,,
sp|P32449|AROG_YEAST,sp|P32449|AROG_YEAST,4,4,4,,1,4,4,4,4,3,4,3,4,3,20.3,20.3,20.3,39.749,370,370,0,37.442,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,20.3,13,22725000,0,22725000,12132000,0,12132000,10593000,0,10593000,,,,343,364;614;3462;4333,True;True;True;True,374;628;3570;4472,611;612;1029;5759;5760;7328;7329,885;886;887;888;1466;8352;8353;8354;10960;10961,885;1466;8352;10960,,
sp|P32454|APE2_YEAST,sp|P32454|APE2_YEAST,2,2,2,,1,2,2,2,0,2,0,2,0,2,3.4,3.4,3.4,107.75,952,952,0,5.1936,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,3.4,1566300,0,1566300,0,0,0,1566300,0,1566300,,,,344,372;3432,True;True,383;3540,626;5709,905;8275,905;8275,,
sp|P32457|CDC3_YEAST,sp|P32457|CDC3_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,1.7,1.7,1.7,60.054,520,520,0,2.1422,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.7,1.7,948540,0,948540,0,0,0,948540,0,948540,,,,345,563,TRUE,577,947;948,1358;1359,1359,,
sp|P32463|ACPM_YEAST,sp|P32463|ACPM_YEAST,4,4,4,,1,4,4,4,4,2,4,2,4,2,27.2,27.2,27.2,13.943,125,125,0,28.682,2.9526,3.2962,13.035,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,Median,Median,27.2,27.2,24325000,1346500,22978000,14753000,685330,14067000,9572200,661190,8911000,,,,346,727;728;2690;2810,True;True;True;True,745;746;2774;2895,1209;1210;1211;4472;4473;4474;4664,1730;1731;1732;6551;6552;6553;6814,1730;1731;6551;6814,,
sp|P32465|HXT1_YEAST,sp|P32465|HXT1_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.3,3.3,3.3,63.261,570,570,0,3.3663,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.3,0,1837400,0,1837400,1837400,0,1837400,0,0,0,,,,347,2925,TRUE,3010,4845,7062,7062,,
sp|P32468|CDC12_YEAST,sp|P32468|CDC12_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.2,3.2,3.2,46.667,407,407,0,2.6917,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,3.2,0,3300100,0,3300100,3300100,0,3300100,0,0,0,,,,348,3757,TRUE,3872,6319,9401,9401,,
sp|P32471|EF1B_YEAST,sp|P32471|EF1B_YEAST,11,11,11,,1,11,11,11,9,10,9,10,9,10,63.1,63.1,63.1,22.627,206,206,0,96.592,47.458,38.41,122.22,4,4,Median,NaN,33.64,NaN,37.453,NaN,121.96,1,3,1,3,Median,Median,63.1,49.5,301680000,1148600,300530000,150880000,264140,150620000,150800000,884440,149920000,,,,349,103;126;127;201;202;1427;2228;2827;3244;4120;4236,True;True;True;True;True;True;True;True;True;True;True,104;128;129;205;206;1462;2286;2912;3344;3345;4253;4373,172;173;211;212;213;214;215;216;339;340;341;2342;2343;3672;3673;4693;4694;5396;5397;5398;6962;7159,248;249;297;298;299;300;301;302;303;304;305;306;473;474;475;3366;3367;3368;5372;5373;5374;5375;6867;6868;6869;6870;7850;7851;7852;7853;10413;10710,248;297;305;473;474;3366;5373;6870;7852;10413;10710,101;102,139;148
sp|P32472|FKBP2_YEAST,sp|P32472|FKBP2_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,7.4,7.4,7.4,14.487,135,135,0.006812,1.3886,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,0,7.4,4682600,3319300,1363300,0,0,0,4682600,3319300,1363300,,,,350,2958,TRUE,3044,4900,7144,7144,,
sp|P32473|ODPB_YEAST,sp|P32473|ODPB_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.5,2.5,2.5,40.053,366,366,0.0067476,1.3091,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,2.5,2398200,0,2398200,0,0,0,2398200,0,2398200,,,,351,488,TRUE,502,820,1180,1180,,
sp|P32474|EUG1_YEAST,sp|P32474|EUG1_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.3,2.3,2.3,58.981,517,517,0,2.5639,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,0,2.3,1425700,274780,1151000,0,0,0,1425700,274780,1151000,,,,352,768,TRUE,787,1275,1833,1833,,
sp|P32481|IF2G_YEAST,sp|P32481|IF2G_YEAST,7,7,7,,1,7,7,7,4,6,4,6,4,6,14.8,14.8,14.8,57.865,527,527,0,21.363,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,11.2,11.8,26119000,69987,26049000,10518000,0,10518000,15600000,69987,15530000,,,,353,67;233;565;625;2130;2230;3870,True;True;True;True;True;True;True,67;237;579;639;2185;2288;3994,114;115;389;950;1044;1045;3505;3675;6529;6530,159;160;548;1361;1487;1488;5135;5377;9726;9727;9728,159;548;1361;1487;5135;5377;9727,,
