Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 4,Peptides 5,Razor + unique peptides 4,Razor + unique peptides 5,Unique peptides 4,Unique peptides 5,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L 4,Ratio H/L 5,Ratio H/L normalized 4,Ratio H/L normalized 5,Ratio H/L variability [%] 4,Ratio H/L variability [%] 5,Ratio H/L count 4,Ratio H/L count 5,Ratio H/L iso-count 4,Ratio H/L iso-count 5,Ratio H/L type 4,Ratio H/L type 5,Sequence coverage 4 [%],Sequence coverage 5 [%],Intensity,Intensity L,Intensity H,Intensity 4,Intensity L 4,Intensity H 4,Intensity 5,Intensity L 5,Intensity H 5,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
sp|P10592|HSP72_YEAST,sp|P10592|HSP72_YEAST,48,48,11,,1,48,48,11,25,39,25,39,8,7,61.2,61.2,18,69.469,639,639,0,323.31,15.714,18.181,154.29,21,19,Median,50.192,14.801,18.769,15.199,142.91,160.75,7,14,6,13,Median,Median,46,57.3,1260800000,19474000,1241400000,477100000,4557200,472540000,783740000,14917000,768820000,,,,173,93;94;367;368;412;591;592;707;817;914;944;945;1037;1043;1536;1665;1666;1736;1737;1764;1894;2029;2170;2191;2192;2576;2624;2695;2696;2697;2698;2776;2780;2781;2782;2818;2819;2891;3095;3265;3488;3489;3574;3811;3872;4235;4236;4237,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,94;95;380;381;428;608;609;727;842;940;941;972;973;1067;1073;1576;1709;1710;1782;1783;1811;1945;2084;2228;2249;2250;2651;2706;2707;2784;2785;2786;2787;2788;2869;2870;2875;2876;2877;2914;2915;2987;3194;3372;3604;3605;3693;3939;4003;4381;4382;4383,137;138;552;553;620;621;877;878;1051;1217;1353;1354;1401;1402;1403;1404;1540;1548;2278;2468;2469;2470;2570;2571;2572;2573;2614;2805;2806;3014;3015;3221;3222;3249;3250;3251;3849;3850;3934;3935;3936;3937;3938;3939;3940;4053;4054;4055;4056;4057;4058;4059;4180;4181;4182;4183;4184;4185;4186;4187;4196;4197;4198;4199;4200;4201;4250;4251;4252;4253;4254;4370;4677;4928;5252;5253;5254;5255;5256;5257;5379;5807;5808;5901;5902;6477;6478;6479,195;196;801;802;893;894;1253;1254;1493;1761;1927;1928;1929;1994;1995;1996;1997;1998;1999;2000;2001;2214;2223;2224;2225;2226;2227;2228;2229;3278;3279;3280;3281;3282;3580;3581;3582;3583;3751;3752;3753;3754;3755;3756;3803;4053;4054;4055;4056;4364;4365;4366;4367;4681;4682;4683;4716;4717;4718;4719;5545;5546;5665;5666;5667;5668;5669;5670;5671;5672;5673;5674;5835;5836;5837;5838;5839;5840;5841;5842;5843;5844;5845;5846;5847;5848;5849;5850;5851;5852;5853;6015;6016;6017;6018;6019;6020;6021;6022;6023;6024;6025;6026;6027;6028;6029;6030;6031;6032;6033;6034;6035;6036;6037;6038;6039;6050;6051;6052;6053;6054;6055;6056;6057;6058;6059;6060;6122;6123;6124;6125;6126;6127;6306;6711;6712;6713;7067;7541;7542;7543;7544;7545;7546;7547;7548;7715;7716;8483;8484;8485;8629;8630;9504;9505;9506;9507;9508;9509;9510;9511;9512,195;196;801;802;893;1253;1254;1493;1761;1929;1994;2001;2214;2226;3279;3580;3581;3751;3752;3803;4056;4365;4681;4716;4718;5545;5666;5835;5838;5842;5853;6024;6050;6053;6059;6122;6124;6306;6711;7067;7542;7548;7715;8484;8630;9504;9507;9510,68;69;70;73;74,59;120;125;515;602
sp|P10614|CP51_YEAST,sp|P10614|CP51_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,2.3,2.3,2.3,60.719,530,530,0,1.7047,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.3,0,2076700,0,2076700,2076700,0,2076700,0,0,0,,,,174,3649,TRUE,3770,5499,7885;7886,7885,,
sp|P10622|RLA3_YEAST,sp|P10622|RLA3_YEAST,2,2,2,,1,2,2,2,2,1,2,1,2,1,47.2,47.2,47.2,10.667,106,106,0,24.123,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,47.2,15.1,147520000,406140,147120000,72430000,406140,72023000,75093000,0,75093000,,,,175,19;876,True;True,19;902,28;29;1301,36;37;38;39;40;41;1867;1868,38;1867,,
sp|P10659|METK1_YEAST,sp|P10659|METK1_YEAST,15,15,7,,1,15,15,7,12,10,12,10,5,4,48.7,48.7,25.1,41.818,382,382,0,72.37,6.4751,2.2211,208.32,8,8,Median,10.24,4.063,0.82094,5.2948,268.12,128.49,4,4,4,4,Median,Median,45.3,33.8,139300000,4080900,135220000,71049000,1138500,69910000,68254000,2942400,65311000,,,,176,351;714;894;1516;1547;2687;3211;3245;3422;3699;3766;3885;4147;4491;4492,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,363;734;920;1556;1587;2776;3314;3350;3534;3821;3893;4016;4292;4645;4646,527;1059;1323;1324;2249;2250;2251;2293;4042;4043;4841;4842;4893;5158;5159;5584;5585;5721;5722;5921;6345;6866;6867;6868;6869,768;1502;1895;1896;1897;3240;3241;3242;3243;3244;3301;5814;5815;5816;5817;6944;6945;6946;7014;7409;7410;8027;8028;8029;8338;8339;8340;8653;9310;9311;9312;10084;10085;10086;10087,768;1502;1895;3242;3301;5816;6944;7014;7410;8027;8338;8653;9311;10084;10085,,
sp|P10664|RL4A_YEAST,sp|P10664|RL4A_YEAST,29,29,1,,1,29,29,1,7,29,7,29,1,1,72.7,72.7,4.4,39.092,362,362,0,139.9,70.967,293.42,172.78,22,21,Linear,75.097,45.7,5.0206,45.68,247.82,144.39,6,16,6,15,Median,Plateau,27.6,72.7,834480000,7514000,826970000,146280000,1728200,144550000,688200000,5785900,682410000,,,,177,164;165;296;459;460;471;802;1160;1226;1268;1538;1606;2038;2735;2841;3058;3108;3141;3303;3304;3778;3812;3813;4100;4101;4117;4118;4428;4436,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,166;167;301;475;476;487;827;1192;1260;1303;1578;1647;2093;2826;2937;3156;3207;3240;3410;3411;3905;3940;3941;4241;4242;4258;4259;4581;4589,240;241;242;243;440;684;685;702;703;1196;1197;1722;1812;1865;2281;2379;2380;3027;3028;4111;4112;4295;4621;4699;4744;4979;4980;5740;5741;5742;5809;5810;6264;6265;6266;6286;6287;6288;6768;6779,335;336;337;338;339;624;625;626;973;974;975;976;999;1000;1001;1002;1003;1729;1730;1731;1732;1733;2473;2615;2683;3287;3288;3289;3430;3431;4381;4382;4383;4384;4385;4386;4387;4388;5919;5920;6180;6181;6633;6634;6745;6746;6804;6805;7131;7132;7133;8370;8371;8372;8373;8374;8375;8376;8377;8486;8487;8488;8489;9165;9166;9167;9168;9169;9201;9202;9203;9204;9205;9938;9954,335;338;625;973;976;1002;1729;2473;2615;2683;3287;3430;4386;5919;6180;6633;6745;6804;7131;7132;8370;8487;8488;9166;9168;9201;9202;9938;9954,,
sp|P10964|RPA1_YEAST,sp|P10964|RPA1_YEAST,14,14,14,,1,14,14,14,8,9,8,9,8,9,12.7,12.7,12.7,186.43,1664,1664,0,28.254,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,7.5,7.7,23307000,615700,22692000,11989000,0,11989000,11318000,615700,10702000,,,,178,242;401;681;1297;1952;2125;2337;2893;3348;3776;3912;4233;4503;4548,True;True;True;True;True;True;True;True;True;True;True;True;True;True,247;417;700;1332;2007;2182;2400;2989;3456;3903;4043;4379;4657;4702,350;606;1015;1016;1910;2896;3162;3163;3464;4373;5046;5047;5737;5966;6475;6883;6948,489;877;1446;1447;2747;4206;4603;4604;4605;4606;5033;6309;7240;7241;8365;8722;9502;10106;10187,489;877;1447;2747;4206;4604;5033;6309;7240;8365;8722;9502;10106;10187,,
sp|P19146|ARF2_YEAST;sp|P11076|ARF1_YEAST,sp|P19146|ARF2_YEAST;sp|P11076|ARF1_YEAST,1;1,1;1,1;1,;,2,1,1,1,0,1,0,1,0,1,5.5,5.5,5.5,20.657,181,181;181,0.0099626,0.38757,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,5.5,1298800,0,1298800,0,0,0,1298800,0,1298800,,,,179,1483,TRUE,1523,2203,3167,3167,,
sp|P11154|PYC1_YEAST;sp|P32327|PYC2_YEAST,sp|P11154|PYC1_YEAST;sp|P32327|PYC2_YEAST,4;3,4;3,4;3,;,2,4,4,4,2,4,2,4,2,4,6.9,6.9,6.9,130.1,1178,1178;1180,0,8.364,5.0632,6.5981,128.83,3,3,Median,NaN,2.5345,NaN,2.3123,NaN,148.28,1,2,1,2,Median,Median,2,6.9,18658000,3020300,15637000,4210800,176030,4034800,14447000,2844300,11603000,,,,180,2736;3028;3450;4355,True;True;True;True,2827;3125;3566;4504,4113;4577;4578;5203;6651;6652,5921;6571;6572;7475;9750;9751;9752,5921;6571;7475;9750,,
sp|P11412|G6PD_YEAST,sp|P11412|G6PD_YEAST,2,2,2,,1,2,2,2,1,2,1,2,1,2,4.8,4.8,4.8,57.521,505,505,0,8.6928,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.8,4.8,3417300,0,3417300,1977300,0,1977300,1440000,0,1440000,,,,181,2832;3240,True;True,2928;3345,4273;4885;4886,6154;7003;7004;7005,6154;7004,,
sp|P40150|SSB2_YEAST;sp|P11484|SSB1_YEAST,sp|P40150|SSB2_YEAST;sp|P11484|SSB1_YEAST,41;41,41;41,41;41,;,2,41,41,41,18,38,18,38,18,38,59.2,59.2,59.2,66.594,613,613;613,0,323.31,71.352,10.342,239.02,25,25,Plateau,47.941,182.09,3.1282,11.245,336.63,119.46,10,15,10,15,Median,Linear,36.4,57.4,1403400000,34465000,1368900000,492980000,24109000,468870000,910440000,10355000,900080000,,,,182,8;111;366;479;480;481;588;925;1444;1445;1537;1901;2269;2270;2629;2630;2631;2774;2775;2828;2829;2831;2970;2971;3041;3042;3331;3472;3473;3530;3531;3575;3576;3586;3587;3738;3739;3759;3760;3969;4128,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,8;112;379;495;496;497;605;953;1484;1485;1577;1952;2331;2332;2713;2714;2715;2716;2717;2867;2868;2924;2925;2927;3067;3068;3138;3139;3438;3588;3589;3648;3649;3694;3695;3705;3706;3863;3864;3865;3866;3886;3887;4105;4269,12;13;166;550;551;713;714;715;716;717;874;1372;2143;2144;2145;2279;2280;2816;3365;3366;3367;3368;3947;3948;3949;3950;3951;3952;3953;3954;3955;4176;4177;4178;4179;4269;4270;4272;4489;4490;4597;4598;5018;5019;5229;5230;5231;5318;5319;5380;5381;5382;5383;5396;5397;5398;5668;5669;5670;5671;5672;5673;5674;5675;5676;5677;5678;5679;5680;5713;5714;6059;6060;6300;6301,17;18;19;238;798;799;800;1018;1019;1020;1021;1022;1023;1024;1025;1026;1248;1249;1250;1958;3088;3089;3090;3283;3284;3285;3286;4066;4067;4883;4884;4885;4886;4887;4888;4889;4890;4891;4892;5681;5682;5683;5684;5685;5686;5687;5688;5689;5690;5691;5692;5693;5694;5695;5696;5697;5698;6005;6006;6007;6008;6009;6010;6011;6012;6013;6014;6149;6150;6152;6153;6461;6462;6597;6598;7185;7186;7187;7188;7189;7190;7511;7512;7513;7514;7632;7633;7634;7635;7636;7637;7638;7717;7718;7719;7720;7721;7722;7736;7737;7738;7739;7740;7741;7742;7743;7744;8244;8245;8246;8247;8248;8249;8250;8251;8252;8253;8254;8255;8256;8257;8258;8259;8260;8261;8262;8263;8264;8265;8266;8267;8268;8269;8270;8327;8328;8869;8870;8871;8872;8873;8874;8875;8876;9223;9224;9225;9226,18;238;800;1018;1024;1026;1248;1958;3088;3090;3283;4066;4883;4886;5684;5686;5698;6005;6010;6149;6150;6152;6461;6462;6597;6598;7186;7512;7513;7632;7637;7719;7722;7740;7743;8259;8267;8327;8328;8873;9225,75;76,124;522
sp|P11632|NHP6A_YEAST,sp|P11632|NHP6A_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,16.1,16.1,16.1,10.802,93,93,0.0066667,0.80361,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,16.1,0,835460,0,835460,835460,0,835460,0,0,0,,,,183,4423,TRUE,4573,6751,9906,9906,,
sp|P11633|NHP6B_YEAST,sp|P11633|NHP6B_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,13.1,13.1,13.1,11.476,99,99,0,1.6909,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,13.1,431400,0,431400,0,0,0,431400,0,431400,,,,184,300,TRUE,305,446,632,632,,
sp|P11745|RNA1_YEAST,sp|P11745|RNA1_YEAST,5,5,5,,1,5,5,5,4,3,4,3,4,3,22.4,22.4,22.4,45.815,407,407,0,32.631,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,17,14.7,30009000,78295,29930000,13441000,78295,13363000,16567000,0,16567000,,,,185,429;907;2030;2062;2451,True;True;True;True;True,445;933;2085;2117;2518,642;643;1342;3016;3017;3062;3635,918;919;1915;4368;4369;4430;5248,919;1915;4369;4430;5248,,
sp|P12385|ERF1_YEAST,sp|P12385|ERF1_YEAST,5,5,5,,1,5,5,5,3,4,3,4,3,4,12.1,12.1,12.1,49.005,437,437,0,5.0692,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,8,10.1,10285000,164090,10121000,4457900,0,4457900,5826800,164090,5662700,,,,186,249;582;1873;2488;3507,True;True;True;True;True,254;599;1924;2555;3624,359;867;2775;2776;3692;5282;5283,503;1240;4022;4023;5330;7578;7579,503;1240;4023;5330;7578,,
sp|P12612|TCPA_YEAST,sp|P12612|TCPA_YEAST,4,4,4,,1,4,4,4,1,3,1,3,1,3,10.4,10.4,10.4,60.48,559,559,0,14.941,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.4,8.9,4447000,0,4447000,800970,0,800970,3646000,0,3646000,,,,187,954;1388;1635;3477,True;True;True;True,982;1427;1679;3593,1415;2060;2429;5237,2016;2991;3525;7520,2016;2991;3525;7520,,
sp|P12683|HMDH1_YEAST;sp|P12684|HMDH2_YEAST,sp|P12683|HMDH1_YEAST;sp|P12684|HMDH2_YEAST,2;1,2;1,2;1,;,2,2,2,2,2,0,2,0,2,0,2.7,2.7,2.7,115.62,1054,1054;1045,0,2.4132,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,2.7,0,853130,0,853130,853130,0,853130,0,0,0,,,,188,220;1713,True;True,224;1757,320;2536,449;3682,449;3682,,
sp|P12695|ODP2_YEAST,sp|P12695|ODP2_YEAST,8,8,8,,1,8,8,8,5,7,5,7,5,7,24.1,24.1,24.1,51.817,482,482,0,19.506,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,13.9,20.5,28325000,209010,28116000,11324000,209010,11115000,17001000,0,17001000,,,,189,67;676;1234;1253;2350;2377;3139;3225,True;True;True;True;True;True;True;True,67;695;1268;1287;2413;2440;3238;3328,100;101;1004;1823;1846;3481;3482;3520;3521;4741;4742;4861,143;144;1427;2626;2660;5057;5058;5101;5102;6801;6802;6969,144;1427;2626;2660;5058;5102;6801;6969,,
sp|P12709|G6PI_YEAST,sp|P12709|G6PI_YEAST,27,27,27,,1,27,27,27,17,24,17,24,17,24,58.5,58.5,58.5,61.298,554,554,0,225.6,18.328,8.7577,174.77,15,15,Median,16.068,23.573,0.59034,9.9185,163.66,68.974,6,9,6,9,Median,Median,42.6,57.2,485470000,6828300,478640000,204810000,2692700,202110000,280660000,4135500,276530000,,,,190,96;332;789;842;843;844;1208;1266;1348;1562;1844;2000;2001;2193;2194;2585;2586;2758;2792;3627;3741;3742;3847;3848;4086;4136;4137,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,97;341;813;814;868;869;870;1242;1301;1385;1602;1892;2055;2056;2251;2252;2661;2662;2663;2849;2887;3748;3868;3869;3976;3977;4227;4278;4279,140;141;142;497;1175;1176;1177;1178;1257;1258;1259;1260;1261;1262;1263;1786;1863;1994;1995;2314;2315;2724;2974;2975;2976;3252;3253;3254;3255;3867;3868;3869;3870;3871;3872;4153;4214;5463;5684;5685;5686;5687;5861;5862;5863;6242;6243;6244;6320;6321;6322,199;200;201;202;203;721;1696;1697;1698;1699;1700;1701;1702;1703;1812;1813;1814;1815;1816;1817;1818;2582;2681;2860;2861;2862;2863;2864;2865;2866;2867;2868;3332;3333;3334;3335;3945;4316;4317;4318;4319;4320;4720;4721;4722;4723;4724;4725;5569;5570;5571;5572;5573;5574;5575;5576;5977;6079;7834;8276;8277;8278;8279;8280;8281;8282;8283;8284;8285;8286;8287;8288;8289;8290;8291;8575;8576;8577;8578;8579;9138;9139;9140;9259;9260;9261,201;721;1703;1812;1814;1816;2582;2681;2865;3334;3945;4319;4320;4720;4725;5569;5574;5977;6079;7834;8279;8286;8575;8579;9139;9259;9261,77;78,93;433
sp|P12754|EI2BD_YEAST,sp|P12754|EI2BD_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,2.2,2.2,2.2,70.851,651,651,0,4.11,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,2.2,2.2,1535600,83818,1451800,488300,0,488300,1047300,83818,963510,,,,191,2892,TRUE,2988,4371;4372,6307;6308,6307,,
sp|P13188|SYQ_YEAST,sp|P13188|SYQ_YEAST,9,9,9,,1,9,9,9,7,2,7,2,7,2,13.7,13.7,13.7,93.132,809,809,0,19.979,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,11.4,4,13149000,261050,12888000,9789100,261050,9528100,3360100,0,3360100,,,,192,539;3124;3255;3583;3909;4095;4096;4141;4293,True;True;True;True;True;True;True;True;True,556;3223;3361;3702;4040;4236;4237;4283;4439,806;4723;4911;5392;5962;6258;6259;6326;6559,1149;6777;7039;7040;7731;8718;9157;9158;9265;9630,1149;6777;7039;7731;8718;9157;9158;9265;9630,,
sp|P13298|PYRE_YEAST,sp|P13298|PYRE_YEAST,3,3,3,,1,3,3,3,3,0,3,0,3,0,16.8,16.8,16.8,24.664,226,226,0,2.2836,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,Median,Median,16.8,0,3144100,79604,3064500,3144100,79604,3064500,0,0,0,,,,193,662;860;1119,True;True;True,681;886;1150,989;1281;1664,1409;1842;2393,1409;1842;2393,,
sp|P13382|DPOA_YEAST,sp|P13382|DPOA_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,1.1,1.1,1.1,166.81,1468,1468,0,3.2559,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,1.1,631250,0,631250,0,0,0,631250,0,631250,,,,194,3137,TRUE,3236,4739,6795,6795,,
sp|P13517|CAPZB_YEAST,sp|P13517|CAPZB_YEAST,1,1,1,,1,1,1,1,1,0,1,0,1,0,4.5,4.5,4.5,32.629,287,287,0,1.8855,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.5,0,1101600,0,1101600,1101600,0,1101600,0,0,0,,,,195,2637,TRUE,2723,3963,5707,5707,,
sp|P13663|DHAS_YEAST,sp|P13663|DHAS_YEAST,3,3,3,,1,3,3,3,1,2,1,2,1,2,14,14,14,39.543,365,365,0,24.806,NaN,NaN,NaN,1,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,0,Median,Median,3.8,10.1,20809000,539380,20270000,1432800,0,1432800,19377000,539380,18837000,,,,196,1837;2797;2862,True;True;True,1885;2892;2958,2717;4220;4329;4330,3937;6087;6088;6248;6249;6250,3937;6087;6248,,
sp|P14020|DPM1_YEAST,sp|P14020|DPM1_YEAST,4,4,4,,1,4,4,4,2,3,2,3,2,3,33,33,33,30.362,267,267,0,11.861,6.1079,0.69544,322.59,2,2,Median,6.1079,NaN,0.69544,NaN,322.59,NaN,2,0,2,0,Median,Median,14.2,24,15762000,534420,15228000,8973400,534420,8439000,6788900,0,6788900,,,,197,1283;1900;2100;3323,True;True;True;True,1318;1951;2155;3430,1885;2815;3116;3117;5009;5010,2714;4065;4514;4515;7176;7177,2714;4065;4514;7177,,
sp|P14065|GCY1_YEAST,sp|P14065|GCY1_YEAST,1,1,1,,1,1,1,1,1,1,1,1,1,1,4.2,4.2,4.2,35.079,312,312,0,10.734,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,4.2,4.2,4040500,0,4040500,2276600,0,2276600,1763900,0,1763900,,,,198,478,TRUE,494,711;712,1016;1017,1016,,
sp|P14120|RL30_YEAST,sp|P14120|RL30_YEAST,8,8,8,,1,8,8,8,6,7,6,7,6,7,75.2,75.2,75.2,11.415,105,105,0,49.256,146.75,169.09,219.98,4,4,Linear,NaN,123.48,NaN,112.64,NaN,244.43,1,3,1,3,Median,Plateau,63.8,73.3,280040000,1681000,278360000,69372000,200910,69171000,210670000,1480100,209190000,,,,199,339;2109;2184;3251;3252;3367;3822;4404,True;True;True;True;True;True;True;True,348;2164;2242;3356;3357;3358;3477;3951;4553,505;3130;3131;3240;3241;3242;4902;4903;4904;4905;4906;4907;5078;5825;5826;6724;6725,732;733;734;4532;4533;4534;4535;4536;4705;4706;4707;4708;7027;7028;7029;7030;7031;7032;7033;7034;7035;7288;8514;8515;8516;8517;9864;9865;9866;9867;9868;9869,733;4534;4706;7027;7034;7288;8516;9867,79,61
sp|P14126|RL3_YEAST,sp|P14126|RL3_YEAST,23,23,23,,1,23,23,23,13,20,13,20,13,20,62,62,62,43.757,387,387,0,88.436,16.314,14.581,233.32,16,15,Median,9.1607,195.81,8.9513,178.52,228.72,220.61,7,9,7,8,Median,Plateau,37.5,57.1,560270000,15819000,544450000,105760000,9982700,95773000,454510000,5836600,448670000,,,,200,177;188;253;615;1065;1123;1196;1287;1341;1342;1739;1904;2665;3418;3419;3420;3807;3940;3941;3981;4043;4219;4452,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,180;181;192;258;632;1095;1154;1230;1322;1378;1379;1785;1955;1956;2751;2752;3530;3531;3532;3935;4071;4072;4118;4183;4365;4606,266;267;280;364;917;1584;1585;1586;1669;1772;1889;1890;1976;1977;1978;1979;2576;2577;2819;2820;2821;2822;4004;4005;4006;4007;5154;5155;5156;5798;5799;5800;6003;6004;6081;6082;6169;6170;6451;6452;6806,372;373;388;508;509;1300;1301;2281;2282;2283;2284;2402;2403;2563;2718;2719;2720;2835;2836;2837;2838;2839;3760;3761;4070;4071;4072;4073;4074;4075;4076;5760;5761;5762;5763;5764;7405;7406;7407;8463;8464;8465;8466;8467;8776;8777;8910;8911;8912;9042;9043;9044;9045;9475;9476;9988;9989,372;388;508;1301;2283;2403;2563;2718;2836;2839;3760;4074;5760;7405;7406;7407;8465;8776;8777;8910;9042;9476;9989,80;81;82,53;308;323
sp|P14540|ALF_YEAST,sp|P14540|ALF_YEAST,24,24,24,,1,24,24,24,14,24,14,24,14,24,67.1,67.1,67.1,39.62,359,359,0,217.18,59.522,14.921,220.89,20,15,Leave out requantified,28.055,59.522,2.4204,68.868,223.03,107.27,8,12,6,9,Median,Leave out requantified,54.3,67.1,1524600000,22097000,1502500000,378610000,9608800,369000000,1146000000,12488000,1133500000,,,,201,270;735;772;773;810;825;1050;1051;1183;1184;1235;1236;1318;1769;1801;3319;3320;3384;3457;3782;3783;4243;4244;4392,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,275;757;794;795;796;797;835;850;1080;1081;1217;1218;1269;1270;1353;1816;1817;1849;3426;3427;3495;3573;3910;3911;4389;4390;4541,394;395;396;397;398;1093;1146;1147;1148;1149;1150;1151;1152;1207;1227;1228;1229;1557;1558;1559;1560;1561;1750;1751;1752;1753;1754;1824;1825;1826;1827;1937;2620;2621;2622;2666;5001;5002;5003;5004;5106;5107;5211;5750;5751;5752;5753;5754;5755;6487;6488;6489;6490;6706;6707,552;553;554;555;556;557;558;559;560;1554;1555;1645;1646;1647;1648;1649;1650;1651;1652;1653;1654;1655;1656;1657;1658;1659;1660;1661;1662;1663;1747;1771;1772;1773;1774;1775;1776;2241;2242;2243;2244;2245;2246;2247;2248;2249;2250;2251;2534;2535;2536;2537;2538;2539;2540;2627;2628;2629;2630;2631;2632;2633;2634;2635;2636;2637;2638;2783;2784;3810;3811;3812;3873;3874;7164;7165;7166;7167;7168;7169;7170;7320;7321;7322;7323;7324;7325;7326;7327;7328;7329;7330;7331;7332;7333;7334;7335;7336;7337;7338;7339;7340;7341;7342;7343;7487;8391;8392;8393;8394;8395;8396;8397;8398;8399;8400;9528;9529;9530;9531;9532;9533;9534;9535;9837;9838;9839,558;1554;1648;1658;1747;1774;2241;2246;2535;2537;2627;2635;2783;3810;3873;7165;7170;7326;7487;8397;8399;9530;9532;9838,83,312
sp|P14742|GFA1_YEAST,sp|P14742|GFA1_YEAST,2,2,2,,1,2,2,2,1,1,1,1,1,1,3.5,3.5,3.5,80.046,717,717,0,3.4664,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,1.7,1.8,2275700,0,2275700,574060,0,574060,1701600,0,1701600,,,,202,1298;3205,True;True,1333;3307,1911;4831,2748;6927,2748;6927,,
sp|P14743|NMT_YEAST,sp|P14743|NMT_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.4,2.4,2.4,52.837,455,455,0,1.6521,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1,Median,Median,0,2.4,841850,219760,622090,0,0,0,841850,219760,622090,,,,203,2265,TRUE,2326,3358,4865,4865,,
sp|P14747|PP2B2_YEAST,sp|P14747|PP2B2_YEAST,1,1,1,,1,1,1,1,0,1,0,1,0,1,2.3,2.3,2.3,68.527,604,604,0,1.5997,NaN,NaN,NaN,0,0,Median,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,Median,Median,0,2.3,0,0,0,0,0,0,0,0,0,,,,204,3231,TRUE,3336,4873,6986,6986,,
